ruta_imagen,tipo
/train/images/199_JPG.rf.c608183d5667a8760d0f9817acccd6c0.jpg,NBF
/train/images/498_png.rf.a4d72679f3eaadad27daf69ade1011f0.jpg,NBF
/train/images/257_JPG.rf.81d32e395f8de0cfb5bcf8ea2143d6f7.jpg,NBF
/valid/images/27_JPG.rf.6dc98c4067a07e42cbfea3efe5eebc69.jpg,NBF
/train/images/293_JPG.rf.4ff019ca64990f66d672dd8f2a6b61a6.jpg,NBF
/train/images/85_JPG.rf.d8ecf1e1ef9191385bff95dcbca3a39b.jpg,NBF
/train/images/332_png.rf.887de998ec3ee7e58f3d35a9e7e1608d.jpg,NBF
/train/images/448_png.rf.94ab64cf9fb4da685cabfb37c63b4c09.jpg,NBF
/train/images/437_jpg.rf.bc18656793c316a5eac672720abb798e.jpg,NBF
/valid/images/5_JPG.rf.e51075e7a18a0b4bf2e6fa5e86a9b88f.jpg,NBF
/train/images/201_JPG.rf.a5b9febfaa15b98acbe3e0c23510ad62.jpg,NBF
/train/images/41_JPG.rf.517f8afd6337c9d4ca80a304ebf2fd11.jpg,NBF
/train/images/1492_png.rf.8f97c8072241611bfe523b16af74ea0a.jpg,NBF
/valid/images/29_JPG.rf.0b4ea72e4fcb57841b92910234d2644a.jpg,NBF
/train/images/556_png.rf.865a8336f0c656c6f2b9d54d615fa09f.jpg,NBF
/train/images/317_JPG.rf.8278bfeb23490672e8e36341c3c951bb.jpg,NBF
/train/images/1038_png.rf.00354c150f79f2003c25ed6a0adf1571.jpg,NBF
/train/images/200_png.rf.a2fb488ccc3eb398b2799a0159226384.jpg,NBF
/valid/images/592_png.rf.587f38c03c74d57be23b273483e623cd.jpg,NBF
/train/images/1118_png.rf.4dd0b2b0bb6f6a26b8b94134bbc7152b.jpg,NBF
/train/images/271_JPG.rf.08de1aa7f07280885b72a24ebed45615.jpg,NBF
/valid/images/872_png.rf.946c211b79318768f53bc42b694fe668.jpg,NBF
/train/images/268_png.rf.f5cb3f42aa75f3765d716242e51f64fa.jpg,NBF
/train/images/315_JPG.rf.9fed95e456b5e616ee223d810d45d299.jpg,NBF
/train/images/482_png.rf.ffc795e4acecd253caeab007567f8ef4.jpg,NBF
/train/images/171_JPG.rf.a55efd7581dd605e7965d21d9366c0a9.jpg,NBF
/train/images/87_JPG.rf.6314c593e835756ce2fb403454f3bfba.jpg,NBF
/train/images/454_png.rf.fd3088b537cbf2959afb8a1381475bda.jpg,NBF
/train/images/217_JPG.rf.37a2e438b56a63079b7ab01455531796.jpg,NBF
/train/images/440_png.rf.6d1a0fc8a57b314015c73313fd58e18d.jpg,NBF
/train/images/456_png.rf.33a611fff6411e29cb1544b6d1a9d6b6.jpg,NBF
/train/images/119_JPG.rf.a6b08b6f0a110e03b4ab5acc4390e329.jpg,NBF
/train/images/238_png.rf.88845b63ec50f5100777c7c1f6a5efff.jpg,NBF
/train/images/297_JPG.rf.95e6ac51111f0392a2ab946881c58e1e.jpg,NBF
/train/images/185_JPG.rf.774d4e10920f24bd655d1eda30d4a390.jpg,NBF
/train/images/189_JPG.rf.cf157a1c5e5afbdccfbd832d68b40028.jpg,NBF
/train/images/301_JPG.rf.6ebf3e3ca5d8271f91de004e317d8b43.jpg,NBF
/test/images/342_png.rf.e22138a783307568a604276a2a7e4fa4.jpg,NBF
/train/images/319_JPG.rf.a79d211f385d3a22fb3cfad7bceb074b.jpg,NBF
/train/images/139_JPG.rf.97d40007c6b51c78191b46704e2fbf6f.jpg,NBF
/valid/images/1292_png.rf.2b847ce076904347486c174a87f08edc.jpg,NBF
/train/images/71_JPG.rf.22a69effef1a5e6ecd7af02f0789026e.jpg,NBF
/train/images/372_png.rf.7d0b59908c978b5333889bb305bb7660.jpg,NBF
/train/images/203_JPG.rf.55692440816cb1f18b4cb9262066b55c.jpg,NBF
/train/images/484_png.rf.c728d1d3a516f5ac37e56ececdba3a04.jpg,NBF
/train/images/183_JPG.rf.03dda0960f7f518d599a88d3484b039e.jpg,NBF
/valid/images/338_png.rf.2d17f8496423d1be5e17c044a7f903ac.jpg,NBF
/train/images/292_png.rf.86917f25d2e03a98fdd2d062ee3ec467.jpg,NBF
/train/images/117_JPG.rf.926db2efcbf7d7c851b3790c280f6f14.jpg,NBF
/train/images/365_jpg.rf.0c045fb9b80c1e11767f21c7a480aa16.jpg,NBF
/train/images/208_png.rf.c34ff776a92a716fc2f9fbb7e1b66b34.jpg,NBF
/train/images/61_JPG.rf.834529f4e7cbfe1ac1455c7fb2aa1edb.jpg,NBF
/valid/images/216_png.rf.04083a7a5756b769e541a87198c4950a.jpg,NBF
/valid/images/381_jpg.rf.bd9498557e8e7775ce2bed58bd40396a.jpg,NBF
/train/images/254_png.rf.6df997db4d21cf598d2a0f489713900b.jpg,NBF
/valid/images/240_png.rf.78b43387f33f75599f38887f589e5c6f.jpg,NBF
/train/images/262_png.rf.c82a507cbf9dac7d3c971646b03fdde2.jpg,NBF
/train/images/423_jpg.rf.9bd6424bbbedb070dab8efffe8e9e1f7.jpg,NBF
/train/images/378_png.rf.5c19d55185537cb6194ffedf959c02d3.jpg,NBF
/valid/images/360_png.rf.f671d7cd5c84dab61dfc218e452ad6aa.jpg,NBF
/train/images/277_JPG.rf.009fe4df0356d3cbb9eaaa1eac76a40b.jpg,NBF
/train/images/141_JPG.rf.fa1264f3f47687a76ef4573a6b0a0cea.jpg,NBF
/train/images/403_jpg.rf.a14a25efb330dbee4ee24ee0ad044122.jpg,NBF
/train/images/258_png.rf.04579dfef4956bfe1d0f6a3f71ed73cd.jpg,NBF
/train/images/159_JPG.rf.4f9c7c44b6f8c10560d68373dd4f2946.jpg,NBF
/train/images/147_JPG.rf.d33cd674c421c36107f19ac60da093c7.jpg,NBF
/train/images/746_png.rf.4ab0e139af6e4af56e324646549bf8bf.jpg,NBF
/train/images/133_JPG.rf.4bca80342f79d3332285fe6fe0e61308.jpg,NBF
/train/images/155_JPG.rf.63bdce16a4e466f8d45f1f54ac31ff2f.jpg,NBF
/train/images/207_JPG.rf.51ec5777248c054484997144c669e275.jpg,NBF
/train/images/838_png.rf.0f9b8597c14378416e8bd4ae9e9e2765.jpg,NBF
/test/images/466_png.rf.79980ebb7625e3f64da358372cd5e271.jpg,NBF
/train/images/438_png.rf.2e7def69ee1d8c9ab23abdb76c19376b.jpg,NBF
/test/images/478_png.rf.17f7b366e6c28e5824bc686c428efe66.jpg,NBF
/valid/images/33_JPG.rf.3f8f9be27f0d29999cef6e4c08e45729.jpg,NBF
/train/images/305_JPG.rf.afadb5f8022451d326598814968532df.jpg,NBF
/train/images/394_png.rf.6c8284255075c064e0d587b238300d25.jpg,NBF
/train/images/528_png.rf.b8d72b8ad5599dab67168a4220f5c11d.jpg,NBF
/train/images/433_jpg.rf.6b5d9505b0d7d553ffa318a28af0aae9.jpg,NBF
/train/images/326_png.rf.bf6266cf24d5496cbdf3cd537ae09988.jpg,NBF
/train/images/311_JPG.rf.382b81be1cc22ecd28b73be6eeb40d29.jpg,NBF
/train/images/412_png.rf.b5ad74ed9dca5da95b78bfe43c9ed761.jpg,NBF
/train/images/36_png.rf.1b35621c700f382dc67ecbb1715cf4d2.jpg,NBF
/valid/images/213_JPG.rf.e1cef265ad9268ace9257bfd50e69667.jpg,NBF
/train/images/582_png.rf.cfb942ea2fa1e2990cd7752569037629.jpg,NBF
/train/images/1040_png.rf.a87955a3bb4e6c1566a50afd2314fc51.jpg,NBF
/train/images/346_png.rf.fe68bb86f7e9acd8ba28516fedc57f0b.jpg,NBF
/train/images/390_png.rf.8c14c005b9307a9d91dee18e9aa9ea9c.jpg,NBF
/test/images/500_png.rf.e511e26dad2478282fae8c561d7d55f4.jpg,NBF
/valid/images/21_JPG.rf.e63ec47ba0a0aed22fbc18e35d62c9f9.jpg,NBF
/train/images/291_JPG.rf.78ab52677c1b13ded30256ac5fc6062c.jpg,NBF
/valid/images/193_JPG.rf.d8718823b5b559c2de8ea84bfae26f1e.jpg,NBF
/train/images/776_png.rf.fe459a72542dd168cd23937fa8ebe00e.jpg,NBF
/train/images/401_jpg.rf.a6790f7728f161e0d34248e4fa9308e8.jpg,NBF
/train/images/415_jpg.rf.fa91fe3c01a028542a1cab1a8753e7b0.jpg,NBF
/train/images/176_png.rf.29652a57415433dafa0be76117415360.jpg,NBF
/train/images/296_png.rf.0a8b1cc01a71d9ac8e21290355506cf3.jpg,NBF
/train/images/310_png.rf.1d730037132ac4fa8732cd313bce0e3a.jpg,NBF
/train/images/340_png.rf.4f48d616b43e477a29de058f7271e163.jpg,NBF
/train/images/934_png.rf.037baa39026958d93cc0fb537d543e7c.jpg,NBF
/test/images/23_JPG.rf.78cdab13cee2666bafa6a4f9917bb3cc.jpg,NBF
/train/images/229_JPG.rf.3bb4f8244862710068551e1da230b49c.jpg,NBF
/train/images/357_jpg.rf.ca971427cf68c6e0a74ce1d2c33c904c.jpg,NBF
/train/images/405_jpg.rf.ff3aeab9f7abd613253fc0fedd60eaae.jpg,NBF
/train/images/123_JPG.rf.5681f95f38f112cf6671aa6b0524ab74.jpg,NBF
/train/images/294_png.rf.3e84176280f84b8543330989d75ac290.jpg,NBF
/train/images/349_JPG.rf.3e36497a4c9706d2e8a3b149058f1c7c.jpg,NBF
/train/images/410_png.rf.cba0cf7acf708af52e667cd96e6dff79.jpg,NBF
/train/images/368_png.rf.f5f5ecb0760a936d5547acb5b448a7bd.jpg,NBF
/train/images/472_png.rf.abb14f21e8e1659494b699382e7ac297.jpg,NBF
/train/images/275_JPG.rf.15d9f2f69a14539fddbf7f1ab46f1cc0.jpg,NBF
/train/images/111_JPG.rf.129b5f43f33a67a664f06691ea704dd3.jpg,NBF
/train/images/422_png.rf.b99e056f6f5d7c7adeee116fcc8692ee.jpg,NBF
/train/images/406_png.rf.eefa0e2f3e5822a7abd8621bfb1066df.jpg,NBF
/train/images/1216_png.rf.9a4113a5d92143a307eb65511b9ee915.jpg,NBF
/train/images/173_JPG.rf.3d77dde3b3a5641f2b17638b3c40b8e3.jpg,NBF
/train/images/31_JPG.rf.c4458dd73fafe1c745b7d22131a0b135.jpg,NBF
/valid/images/1264_png.rf.3807b018764c6689ab71203669349c54.jpg,NBF
/valid/images/97_JPG.rf.9207f2591dddc1d559b1f97a0297b9a6.jpg,NBF
/train/images/1070_png.rf.2121e4159930973f85fddd7e5e45f298.jpg,NBF
/train/images/242_png.rf.8c161adabe1fc1b952870234605be373.jpg,NBF
/train/images/382_png.rf.337737e250e1de609582a3989eb74bfa.jpg,NBF
/test/images/75_JPG.rf.a09a35223a4370bb43f3932d1061c481.jpg,NBF
/valid/images/197_JPG.rf.ae32ad7e10ebf87751e61ad56375744b.jpg,NBF
/train/images/221_JPG.rf.a07f43ee163a616799ae426ae8c6cdc9.jpg,NBF
/train/images/196_png.rf.b0704c3a4f4e603fb565559f3b805ed1.jpg,NBF
/train/images/764_png.rf.e239455fba513fc04fb2a62a1ac90af7.jpg,NBF
/train/images/654_png.rf.212f2132265eadf1bf08ec5a9d991349.jpg,NBF
/train/images/153_JPG.rf.9c1d0baca7e28263d80579364249b0d9.jpg,NBF
/train/images/738_png.rf.914c054ec1e78e262f40c5340083e7c6.jpg,NBF
/train/images/962_png.rf.801555125063cc1414147484d7b736a4.jpg,NBF
/valid/images/99_JPG.rf.1bde0b81c8f81d14a1ab4f3467c3dc70.jpg,NBF
/train/images/487_jpg.rf.52dbb09f0d2e30581c4c76f398fe8e3b.jpg,NBF
/train/images/514_png.rf.54aca05aae693b1a275f8d9102fd6b25.jpg,NBF
/train/images/343_JPG.rf.e81fe94938f11b10fdadcef1f80a7a6b.jpg,NBF
/train/images/202_png.rf.43d806131fd141d0ee3a04ba2d023074.jpg,NBF
/train/images/249_JPG.rf.fedc7e140b6fc9021ff8c3e309535103.jpg,NBF
/train/images/245_JPG.rf.f794165b7240db16388ad49ebebc3c58.jpg,NBF
/train/images/347_JPG.rf.bab0a8af0908f10059f367c1427e5901.jpg,NBF
/train/images/51_JPG.rf.df5524e491fb1bc6df384b964dd7273a.jpg,NBF
/train/images/91_JPG.rf.b38267c6366f8c8b84f509ed3db525ec.jpg,NBF
/valid/images/1230_png.rf.6af8ad2b7d75e1beeea369c0ddc4745a.jpg,NBF
/train/images/395_jpg.rf.36e13e3654a2b384cb024e68fc81d3cd.jpg,NBF
/train/images/402_png.rf.68c28865d4d3198fea5780c3f31fa5d8.jpg,NBF
/train/images/108_png.rf.ddda45ea75a7ebf59c9401a851942dd7.jpg,NBF
/train/images/512_png.rf.8baa1fa37e06eb51c56c0c4f050034a5.jpg,NBF
/train/images/120_png.rf.b88181fc20383e34e8117a8854d83f48.jpg,NBF
/valid/images/350_png.rf.b104602468561dace681219ece60f555.jpg,NBF
/train/images/356_png.rf.670454ac844b00bee1864b45bf5cbf96.jpg,NBF
/train/images/172_png.rf.3e7969e9650edd6d22a69a8f89156ef5.jpg,NBF
/train/images/331_JPG.rf.b05f86ca04e291b58fb96306920088b9.jpg,NBF
/test/images/408_png.rf.a4b403ce5641308e85069516ea91c61f.jpg,NBF
/valid/images/39_JPG.rf.70453528556bc00bec9bdf6fcef327f0.jpg,NBF
/train/images/211_JPG.rf.b765aa4c90eb96ef108964c873e6cd60.jpg,NBF
/train/images/289_JPG.rf.73de7340799e3b148d11172ed337df08.jpg,NBF
/train/images/431_jpg.rf.469bfd9a40d7a86a78909a7742b23a90.jpg,NBF
/train/images/309_JPG.rf.ccdbe7e4abd581dbe3ae7bce347e0879.jpg,NBF
/train/images/420_png.rf.63ca97319036625786840736a0b723bb.jpg,NBF
/train/images/165_JPG.rf.ade2eed7ec30a1113e2603eaa01eb209.jpg,NBF
/train/images/137_JPG.rf.ed48f45f5e855a8583c2fa78719c24d5.jpg,NBF
/train/images/129_JPG.rf.6536b99dc4056c88caf4175b8b7fe378.jpg,NBF
/valid/images/191_JPG.rf.8fef62204842469c585da98f2eb70b49.jpg,NBF
/valid/images/231_JPG.rf.f9b42e0adbd8bd24bab912a14941c0b7.jpg,NBF
/valid/images/1445_jpg.rf.1fcf534c7b9c3a97a81719a53a0d4e3b.jpg,NBF
/train/images/393_jpg.rf.bb83f5a695cb49e31c24e809677d17e3.jpg,NBF
/valid/images/502_png.rf.59f18bb768b9a4c9947d42fae63111d8.jpg,NBF
/valid/images/152_png.rf.70214d1a98493f3e4e2976617e1f8432.jpg,NBF
/train/images/1001_jpg.rf.70575f8fcb53e6a7baec3548ff2b7560.jpg,NBF
/train/images/531_jpg.rf.6151474d48ee9e02b2bb0aadf9c54a13.jpg,NBF
/train/images/7_JPG.rf.abb0242db00ec4f6376ae22429e22523.jpg,NBF
/train/images/182_png.rf.36872227e2f609678cace3381e9a6d1c.jpg,NBF
/train/images/397_jpg.rf.c860f59759e012641b177216db5ecc4f.jpg,NBF
/train/images/447_jpg.rf.6776eb700858f6f86f71a8d1ecc66bf8.jpg,NBF
/train/images/157_JPG.rf.d5acdfd2d8a90c6a8a8c0ed7b54e78a5.jpg,NBF
/valid/images/19_JPG.rf.0a7b45e909753e063b6c975b17995a70.jpg,NBF
/train/images/385_jpg.rf.3f267793f970ef35669aff9eec7ccb3b.jpg,NBF
/train/images/392_png.rf.d1f34dc23caddab8308e3aab6a6cba3e.jpg,NBF
/train/images/166_png.rf.6d5888a09fd80727aa040d9b989e60a4.jpg,NBF
/test/images/47_JPG.rf.f20d0842200957d3095fd97e7cb0a4a3.jpg,NBF
/train/images/302_png.rf.cdf71aed3bba40ffb946ab9c788e8639.jpg,NBF
/valid/images/785_jpg.rf.38732003a4da6cb64cf2f6f64ec5c280.jpg,NBF
/train/images/175_JPG.rf.53ad3470191abff85b2b8ac7dd75b6ec.jpg,NBF
/valid/images/339_JPG.rf.3ae5df2865a1f241ef43cf75a61ff9df.jpg,NBF
/valid/images/149_JPG.rf.ff7ad5a7b8440e3dbda93aba63a64f0c.jpg,NBF
/train/images/246_png.rf.9d5a1767cdd14ba3ff530c171eadf07e.jpg,NBF
/valid/images/457_jpg.rf.7fb3bbbba46dddcc0e1882d07f544050.jpg,NBF
/test/images/476_png.rf.eb73f2defc46b499fcbf5f9912f41e53.jpg,NBF
/train/images/329_JPG.rf.f60127afe18b216500ae66247751e0f1.jpg,NBF
/train/images/337_JPG.rf.bbfe4397a1c2dd8b6dbe56072db121a3.jpg,NBF
